predefined_key,message_title,message_ar,message_en,category,active,is_predefined,weight,is_quran,is_hadith,source_type,source_reference,translation_source,source_grade,verified,verified_by,verified_on
quran_015,Qur’an Reminder 015 - Al-Baqarah 2:8,TODO: أضف النص العربي الموثق للآية Qur’an 2:8 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:8 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:8,Sahih International,,0,,
quran_016,Qur’an Reminder 016 - Al-Baqarah 2:9,TODO: أضف النص العربي الموثق للآية Qur’an 2:9 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:9 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:9,Sahih International,,0,,
quran_017,Qur’an Reminder 017 - Al-Baqarah 2:10,TODO: أضف النص العربي الموثق للآية Qur’an 2:10 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:10 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:10,Sahih International,,0,,
quran_018,Qur’an Reminder 018 - Al-Baqarah 2:11,TODO: أضف النص العربي الموثق للآية Qur’an 2:11 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:11 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:11,Sahih International,,0,,
quran_019,Qur’an Reminder 019 - Al-Baqarah 2:12,TODO: أضف النص العربي الموثق للآية Qur’an 2:12 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:12 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:12,Sahih International,,0,,
quran_020,Qur’an Reminder 020 - Al-Baqarah 2:13,TODO: أضف النص العربي الموثق للآية Qur’an 2:13 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:13 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:13,Sahih International,,0,,
quran_021,Qur’an Reminder 021 - Al-Baqarah 2:14,TODO: أضف النص العربي الموثق للآية Qur’an 2:14 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:14 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:14,Sahih International,,0,,
quran_022,Qur’an Reminder 022 - Al-Baqarah 2:15,TODO: أضف النص العربي الموثق للآية Qur’an 2:15 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:15 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:15,Sahih International,,0,,
quran_023,Qur’an Reminder 023 - Al-Baqarah 2:16,TODO: أضف النص العربي الموثق للآية Qur’an 2:16 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:16 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:16,Sahih International,,0,,
quran_024,Qur’an Reminder 024 - Al-Baqarah 2:17,TODO: أضف النص العربي الموثق للآية Qur’an 2:17 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:17 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:17,Sahih International,,0,,
quran_025,Qur’an Reminder 025 - Al-Baqarah 2:18,TODO: أضف النص العربي الموثق للآية Qur’an 2:18 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:18 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:18,Sahih International,,0,,
quran_026,Qur’an Reminder 026 - Al-Baqarah 2:19,TODO: أضف النص العربي الموثق للآية Qur’an 2:19 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:19 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:19,Sahih International,,0,,
quran_027,Qur’an Reminder 027 - Al-Baqarah 2:20,TODO: أضف النص العربي الموثق للآية Qur’an 2:20 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:20 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:20,Sahih International,,0,,
quran_028,Qur’an Reminder 028 - Al-Baqarah 2:21,TODO: أضف النص العربي الموثق للآية Qur’an 2:21 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:21 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:21,Sahih International,,0,,
quran_029,Qur’an Reminder 029 - Al-Baqarah 2:22,TODO: أضف النص العربي الموثق للآية Qur’an 2:22 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:22 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:22,Sahih International,,0,,
quran_030,Qur’an Reminder 030 - Al-Baqarah 2:23,TODO: أضف النص العربي الموثق للآية Qur’an 2:23 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:23 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:23,Sahih International,,0,,
quran_031,Qur’an Reminder 031 - Al-Baqarah 2:24,TODO: أضف النص العربي الموثق للآية Qur’an 2:24 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:24 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:24,Sahih International,,0,,
quran_032,Qur’an Reminder 032 - Al-Baqarah 2:25,TODO: أضف النص العربي الموثق للآية Qur’an 2:25 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:25 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:25,Sahih International,,0,,
quran_033,Qur’an Reminder 033 - Al-Baqarah 2:26,TODO: أضف النص العربي الموثق للآية Qur’an 2:26 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:26 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:26,Sahih International,,0,,
quran_034,Qur’an Reminder 034 - Al-Baqarah 2:27,TODO: أضف النص العربي الموثق للآية Qur’an 2:27 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:27 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:27,Sahih International,,0,,
quran_035,Qur’an Reminder 035 - Al-Baqarah 2:28,TODO: أضف النص العربي الموثق للآية Qur’an 2:28 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:28 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:28,Sahih International,,0,,
quran_036,Qur’an Reminder 036 - Al-Baqarah 2:29,TODO: أضف النص العربي الموثق للآية Qur’an 2:29 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:29 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:29,Sahih International,,0,,
quran_037,Qur’an Reminder 037 - Al-Baqarah 2:30,TODO: أضف النص العربي الموثق للآية Qur’an 2:30 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:30 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:30,Sahih International,,0,,
quran_038,Qur’an Reminder 038 - Al-Baqarah 2:31,TODO: أضف النص العربي الموثق للآية Qur’an 2:31 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:31 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:31,Sahih International,,0,,
quran_039,Qur’an Reminder 039 - Al-Baqarah 2:32,TODO: أضف النص العربي الموثق للآية Qur’an 2:32 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:32 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:32,Sahih International,,0,,
quran_040,Qur’an Reminder 040 - Al-Baqarah 2:33,TODO: أضف النص العربي الموثق للآية Qur’an 2:33 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:33 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:33,Sahih International,,0,,
quran_041,Qur’an Reminder 041 - Al-Baqarah 2:34,TODO: أضف النص العربي الموثق للآية Qur’an 2:34 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:34 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:34,Sahih International,,0,,
quran_042,Qur’an Reminder 042 - Al-Baqarah 2:35,TODO: أضف النص العربي الموثق للآية Qur’an 2:35 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:35 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:35,Sahih International,,0,,
quran_043,Qur’an Reminder 043 - Al-Baqarah 2:36,TODO: أضف النص العربي الموثق للآية Qur’an 2:36 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:36 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:36,Sahih International,,0,,
quran_044,Qur’an Reminder 044 - Al-Baqarah 2:37,TODO: أضف النص العربي الموثق للآية Qur’an 2:37 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:37 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:37,Sahih International,,0,,
quran_045,Qur’an Reminder 045 - Al-Baqarah 2:38,TODO: أضف النص العربي الموثق للآية Qur’an 2:38 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:38 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:38,Sahih International,,0,,
quran_046,Qur’an Reminder 046 - Al-Baqarah 2:39,TODO: أضف النص العربي الموثق للآية Qur’an 2:39 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:39 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:39,Sahih International,,0,,
quran_047,Qur’an Reminder 047 - Al-Baqarah 2:40,TODO: أضف النص العربي الموثق للآية Qur’an 2:40 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:40 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:40,Sahih International,,0,,
quran_048,Qur’an Reminder 048 - Al-Baqarah 2:41,TODO: أضف النص العربي الموثق للآية Qur’an 2:41 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:41 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:41,Sahih International,,0,,
quran_049,Qur’an Reminder 049 - Al-Baqarah 2:42,TODO: أضف النص العربي الموثق للآية Qur’an 2:42 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:42 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:42,Sahih International,,0,,
quran_050,Qur’an Reminder 050 - Al-Baqarah 2:43,TODO: أضف النص العربي الموثق للآية Qur’an 2:43 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:43 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:43,Sahih International,,0,,
quran_051,Qur’an Reminder 051 - Al-Baqarah 2:44,TODO: أضف النص العربي الموثق للآية Qur’an 2:44 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:44 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:44,Sahih International,,0,,
quran_052,Qur’an Reminder 052 - Al-Baqarah 2:45,TODO: أضف النص العربي الموثق للآية Qur’an 2:45 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:45 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:45,Sahih International,,0,,
quran_053,Qur’an Reminder 053 - Al-Baqarah 2:46,TODO: أضف النص العربي الموثق للآية Qur’an 2:46 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:46 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:46,Sahih International,,0,,
quran_054,Qur’an Reminder 054 - Al-Baqarah 2:47,TODO: أضف النص العربي الموثق للآية Qur’an 2:47 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:47 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:47,Sahih International,,0,,
quran_055,Qur’an Reminder 055 - Al-Baqarah 2:48,TODO: أضف النص العربي الموثق للآية Qur’an 2:48 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:48 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:48,Sahih International,,0,,
quran_056,Qur’an Reminder 056 - Al-Baqarah 2:49,TODO: أضف النص العربي الموثق للآية Qur’an 2:49 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:49 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:49,Sahih International,,0,,
quran_057,Qur’an Reminder 057 - Al-Baqarah 2:50,TODO: أضف النص العربي الموثق للآية Qur’an 2:50 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:50 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:50,Sahih International,,0,,
quran_058,Qur’an Reminder 058 - Al-Baqarah 2:51,TODO: أضف النص العربي الموثق للآية Qur’an 2:51 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:51 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:51,Sahih International,,0,,
quran_059,Qur’an Reminder 059 - Al-Baqarah 2:52,TODO: أضف النص العربي الموثق للآية Qur’an 2:52 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:52 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:52,Sahih International,,0,,
quran_060,Qur’an Reminder 060 - Al-Baqarah 2:53,TODO: أضف النص العربي الموثق للآية Qur’an 2:53 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:53 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:53,Sahih International,,0,,
quran_061,Qur’an Reminder 061 - Al-Baqarah 2:54,TODO: أضف النص العربي الموثق للآية Qur’an 2:54 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:54 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:54,Sahih International,,0,,
quran_062,Qur’an Reminder 062 - Al-Baqarah 2:55,TODO: أضف النص العربي الموثق للآية Qur’an 2:55 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:55 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:55,Sahih International,,0,,
quran_063,Qur’an Reminder 063 - Al-Baqarah 2:56,TODO: أضف النص العربي الموثق للآية Qur’an 2:56 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:56 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:56,Sahih International,,0,,
quran_064,Qur’an Reminder 064 - Al-Baqarah 2:57,TODO: أضف النص العربي الموثق للآية Qur’an 2:57 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:57 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:57,Sahih International,,0,,
quran_065,Qur’an Reminder 065 - Al-Baqarah 2:58,TODO: أضف النص العربي الموثق للآية Qur’an 2:58 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:58 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:58,Sahih International,,0,,
quran_066,Qur’an Reminder 066 - Al-Baqarah 2:59,TODO: أضف النص العربي الموثق للآية Qur’an 2:59 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:59 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:59,Sahih International,,0,,
quran_067,Qur’an Reminder 067 - Al-Baqarah 2:60,TODO: أضف النص العربي الموثق للآية Qur’an 2:60 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:60 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:60,Sahih International,,0,,
quran_068,Qur’an Reminder 068 - Al-Baqarah 2:61,TODO: أضف النص العربي الموثق للآية Qur’an 2:61 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:61 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:61,Sahih International,,0,,
quran_069,Qur’an Reminder 069 - Al-Baqarah 2:62,TODO: أضف النص العربي الموثق للآية Qur’an 2:62 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:62 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:62,Sahih International,,0,,
quran_070,Qur’an Reminder 070 - Al-Baqarah 2:63,TODO: أضف النص العربي الموثق للآية Qur’an 2:63 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:63 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:63,Sahih International,,0,,
quran_071,Qur’an Reminder 071 - Al-Baqarah 2:64,TODO: أضف النص العربي الموثق للآية Qur’an 2:64 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:64 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:64,Sahih International,,0,,
quran_072,Qur’an Reminder 072 - Al-Baqarah 2:65,TODO: أضف النص العربي الموثق للآية Qur’an 2:65 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:65 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:65,Sahih International,,0,,
quran_073,Qur’an Reminder 073 - Al-Baqarah 2:66,TODO: أضف النص العربي الموثق للآية Qur’an 2:66 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:66 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:66,Sahih International,,0,,
quran_074,Qur’an Reminder 074 - Al-Baqarah 2:67,TODO: أضف النص العربي الموثق للآية Qur’an 2:67 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:67 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:67,Sahih International,,0,,
quran_075,Qur’an Reminder 075 - Al-Baqarah 2:68,TODO: أضف النص العربي الموثق للآية Qur’an 2:68 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:68 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:68,Sahih International,,0,,
quran_076,Qur’an Reminder 076 - Al-Baqarah 2:69,TODO: أضف النص العربي الموثق للآية Qur’an 2:69 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:69 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:69,Sahih International,,0,,
quran_077,Qur’an Reminder 077 - Al-Baqarah 2:70,TODO: أضف النص العربي الموثق للآية Qur’an 2:70 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:70 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:70,Sahih International,,0,,
quran_078,Qur’an Reminder 078 - Al-Baqarah 2:71,TODO: أضف النص العربي الموثق للآية Qur’an 2:71 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:71 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:71,Sahih International,,0,,
quran_079,Qur’an Reminder 079 - Al-Baqarah 2:72,TODO: أضف النص العربي الموثق للآية Qur’an 2:72 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:72 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:72,Sahih International,,0,,
quran_080,Qur’an Reminder 080 - Al-Baqarah 2:73,TODO: أضف النص العربي الموثق للآية Qur’an 2:73 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:73 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:73,Sahih International,,0,,
quran_081,Qur’an Reminder 081 - Al-Baqarah 2:74,TODO: أضف النص العربي الموثق للآية Qur’an 2:74 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:74 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:74,Sahih International,,0,,
quran_082,Qur’an Reminder 082 - Al-Baqarah 2:75,TODO: أضف النص العربي الموثق للآية Qur’an 2:75 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:75 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:75,Sahih International,,0,,
quran_083,Qur’an Reminder 083 - Al-Baqarah 2:76,TODO: أضف النص العربي الموثق للآية Qur’an 2:76 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:76 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:76,Sahih International,,0,,
quran_084,Qur’an Reminder 084 - Al-Baqarah 2:77,TODO: أضف النص العربي الموثق للآية Qur’an 2:77 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:77 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:77,Sahih International,,0,,
quran_085,Qur’an Reminder 085 - Al-Baqarah 2:78,TODO: أضف النص العربي الموثق للآية Qur’an 2:78 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:78 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:78,Sahih International,,0,,
quran_086,Qur’an Reminder 086 - Al-Baqarah 2:79,TODO: أضف النص العربي الموثق للآية Qur’an 2:79 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:79 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:79,Sahih International,,0,,
quran_087,Qur’an Reminder 087 - Al-Baqarah 2:80,TODO: أضف النص العربي الموثق للآية Qur’an 2:80 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:80 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:80,Sahih International,,0,,
quran_088,Qur’an Reminder 088 - Al-Baqarah 2:81,TODO: أضف النص العربي الموثق للآية Qur’an 2:81 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:81 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:81,Sahih International,,0,,
quran_089,Qur’an Reminder 089 - Al-Baqarah 2:82,TODO: أضف النص العربي الموثق للآية Qur’an 2:82 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:82 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:82,Sahih International,,0,,
quran_090,Qur’an Reminder 090 - Al-Baqarah 2:83,TODO: أضف النص العربي الموثق للآية Qur’an 2:83 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:83 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:83,Sahih International,,0,,
quran_091,Qur’an Reminder 091 - Al-Baqarah 2:84,TODO: أضف النص العربي الموثق للآية Qur’an 2:84 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:84 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:84,Sahih International,,0,,
quran_092,Qur’an Reminder 092 - Al-Baqarah 2:85,TODO: أضف النص العربي الموثق للآية Qur’an 2:85 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:85 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:85,Sahih International,,0,,
quran_093,Qur’an Reminder 093 - Al-Baqarah 2:86,TODO: أضف النص العربي الموثق للآية Qur’an 2:86 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:86 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:86,Sahih International,,0,,
quran_094,Qur’an Reminder 094 - Al-Baqarah 2:87,TODO: أضف النص العربي الموثق للآية Qur’an 2:87 قبل التفعيل.,TODO: Add the verified Sahih International translation for Qur’an 2:87 before enabling.,Qur’an,0,1,1,1,0,Qur’an,Qur’an 2:87,Sahih International,,0,,
